" 44032","Chapelle-Heulin"," 317705"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Scolaire"
" 44032","Chapelle-Heulin"," 317705"," 1"," 3701","Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
" 44033","Chapelle-Launay"," 69598"," 1"," 3501","Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 69598"," 1"," 2402","Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 69598"," 1"," 8901","Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 69599"," 2"," 7901","Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 69600"," 1"," 7901","Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 69600"," 1"," 1101","Basket-Ball","Oui","Oui","Non","Compétition départementale"
" 44033","Chapelle-Launay"," 69600"," 1"," 8801","Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 69601"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
" 44033","Chapelle-Launay"," 69602"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
" 44033","Chapelle-Launay"," 207820"," 1"," 2608","Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 207820"," 1"," 6201","Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 207820"," 1"," 2204","Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 207826"," 1"," 6201","Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 207826"," 1"," 2204","Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 207826"," 1"," 2608","Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 289422"," 1"," 1001","Fosse universelle","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44033","Chapelle-Launay"," 292420"," 1"," 6001","Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44034","Chapelle-Saint-Sauveur"," 69751"," 2"," 6001","Pétanque et jeu provencal","Oui","Oui","Non","Compétition départementale"
" 44034","Chapelle-Saint-Sauveur"," 69752"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
" 44034","Chapelle-Saint-Sauveur"," 136187"," 1"," 7901","Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44034","Chapelle-Saint-Sauveur"," 343646"," 1"," 701","Badminton, Jeu de volant","Oui","Oui","Non","Scolaire"
" 44034","Chapelle-Saint-Sauveur"," 343646"," 1"," 6302","Patinage de course","Oui","Oui","Non","Scolaire"
" 44034","Chapelle-Saint-Sauveur"," 343646"," 1"," 3404","Expression gymnique","Oui","Oui","Non","Scolaire"
